"","chrom","chromStart","chromEnd","Strand","name","length","description","alias"
"703","chr1",1806987,1809612,"+","CNAG_00694",724,"pre-mRNA-splicing factor CLF1","CCN1"
"704","chr1",1809695,1811599,"-","CNAG_00695",543,"hypothetical protein CNAG_00695","null"
"705","chr1",1811919,1816687,"+","CNAG_00696",1147,"alpha-mannosidase","null"
"706","chr1",1818178,1819491,"-","CNAG_00697",373,"UDP-glucose 4-epimerase","UGE1"
"707","chr1",1819918,1822366,"+","CNAG_00698",737,"hypothetical protein CNAG_00698","null"
"708","chr1",1822784,1827321,"-","CNAG_00699",1372,"transmembrane receptor","null"
"709","chr1",1829980,1832002,"+","CNAG_00700",605,"phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","null"
"710","chr1",1832395,1834611,"-","CNAG_00701",508,"hypothetical protein CNAG_00701","CAS31"
"712","chr1",1836970,1839117,"+","CNAG_00702",464,"hypothetical protein CNAG_00702","null"
"713","chr1",1839818,1840750,"-","CNAG_00703",126,"large subunit ribosomal protein L31e","null"
"714","chr1",1841558,1845573,"-","CNAG_00704",1287,"hypothetical protein CNAG_00704","null"
"715","chr1",1846338,1848081,"-","CNAG_00705",463,"RuvB-like helicase 2","null"
"716","chr1",1848340,1849841,"+","CNAG_00706",449,"RNA-binding protein rnp24","null"
"717","chr1",1850044,1851083,"-","CNAG_00707",190,"protein SYM1","null"
"718","chr1",1852007,1853499,"+","CNAG_00708",326,"pre-mRNA-splicing factor SLT11","null"
"719","chr1",1853655,1855193,"-","CNAG_00709",362,"uracil-DNA glycosylase","null"
"720","chr1",1855528,1857586,"+","CNAG_00710",482,"glutamine synthetase","null"
"721","chr1",1858682,1859170,"+","CNAG_00711",109,"hypothetical protein CNAG_00711","null"
"722","chr1",1860646,1862073,"-","CNAG_00712",439,"hypothetical protein CNAG_00712","null"
"723","chr1",1862292,1863976,"+","CNAG_00713",444,"V-type H -transporting ATPase 54 kDa subunit","null"
"724","chr1",1864230,1865426,"+","CNAG_00714",360,"hypothetical protein CNAG_00714","null"
"725","chr1",1866026,1866468,"-","CNAG_00715",80,"hypothetical protein CNAG_00715","null"
"726","chr1",1866813,1867660,"+","CNAG_00716",111,"cytochrome c","null"
"727","chr1",1868982,1870644,"+","CNAG_00717",436,"hypothetical protein CNAG_00717","null"
"728","chr1",1870897,1873733,"-","CNAG_00718",811,"chromatin assembly factor 1 subunit B","CAC2"
"729","chr1",1874168,1876726,"-","CNAG_00719",756,"ribosome biogenesis ATPase, partial","null"
"730","chr1",1876937,1878458,"+","CNAG_00720",348,"DNA repair protein RAD51","null"
"731","chr1",1879124,1881161,"+","CNAG_00721",525,"alpha-1,3-mannosyltransferase","CAP59"
"732","chr1",1881459,1882209,"-","CNAG_00722",183,"large subunit ribosomal protein L27","null"
"733","chr1",1882446,1883851,"+","CNAG_00723",431,"hypothetical protein CNAG_00723","null"
"736","chr1",1889422,1891561,"-","CNAG_00726",520,"hypothetical protein CNAG_00726","null"
"737","chr1",1893208,1894985,"-","CNAG_00727",506,"mitochondrial protein with role in iron accumulation","null"
"738","chr1",1895729,1898168,"-","CNAG_00728",634,"dityrosine transporter","null"
"739","chr1",1899154,1899810,"+","CNAG_00729",202,"hypothetical protein CNAG_00729","null"
"740","chr1",1901529,1907595,"+","CNAG_00730",1543,"ATP-binding cassette transporter","AFR1"
"741","chr1",1909284,1910521,"-","CNAG_00732",332,"hypothetical protein CNAG_00732","null"
"742","chr1",1915811,1917712,"+","CNAG_00733",560,"hypothetical protein CNAG_00733","null"
"743","chr1",1918261,1919580,"+","CNAG_00734",353,"dihydroorotase, homodimeric type","null"
"744","chr1",1919716,1921899,"-","CNAG_00735",580,"aldehyde dehydrogenase family 7 member A1","null"
"745","chr1",1922249,1925599,"-","CNAG_00736",857,"exocyst protein","null"
"746","chr1",1926093,1928782,"-","CNAG_00737",844,"hypothetical protein CNAG_00737","null"
"747","chr1",1930978,1931996,"-","CNAG_00738",253,"hypothetical protein CNAG_00738","null"
"748","chr1",1932770,1934477,"+","CNAG_00739",447,"hypothetical protein CNAG_00739","null"
"749","chr1",1934782,1940335,"-","CNAG_00740",1763,"hypothetical protein CNAG_00740","SNF5"
"750","chr1",1941304,1943387,"+","CNAG_00741",430,"ATP-dependent RNA helicase SUB2","null"
"751","chr1",1943744,1945702,"+","CNAG_00742",527,"serine palmitoyltransferase","null"
"752","chr1",1946116,1948089,"-","CNAG_00743",619,"imidazoleglycerol phosphate synthase, cyclase subunit","null"
"753","chr1",1948326,1950322,"-","CNAG_00744",572,"alpha 1,6-mannosyltransferase","OCH1"
"754","chr1",1953608,1957242,"+","CNAG_00745",956,"HAL protein kinase","HRK1"
"755","chr1",1957605,1959968,"+","CNAG_00746",628,"hypothetical protein CNAG_00746","CAS35"
"756","chr1",1960278,1962180,"+","CNAG_00747",418,"succinyl-CoA synthetase beta subunit","null"
"757","chr1",1962552,1963949,"-","CNAG_00748",389,"hypothetical protein CNAG_00748","null"
"758","chr1",1966844,1968711,"+","CNAG_00749",504,"alternative sulfate transporter","null"
"759","chr1",1969180,1970126,"+","CNAG_00750",250,"hypothetical protein CNAG_00750","null"
"760","chr1",1971685,1972394,"+","CNAG_00751",213,"hypothetical protein CNAG_00751","null"
"761","chr1",1972877,1974495,"+","CNAG_00752",465,"transducin family protein","null"
"762","chr1",1974597,1977345,"-","CNAG_00753",897,"hypothetical protein CNAG_00753","null"
"763","chr1",1977648,1979859,"-","CNAG_00754",603,"ATP-binding cassette, sub-family E, member 1","null"
"764","chr1",1980250,1982698,"+","CNAG_00755",748,"hypothetical protein CNAG_00755","null"
"765","chr1",1982901,1983959,"-","CNAG_00756",273,"hypothetical protein CNAG_00756","null"
"766","chr1",1984123,1988735,"+","CNAG_00757",1312,"ubiquitin carboxyl-terminal hydrolase 8","DOA4"
"767","chr1",1991621,1995118,"+","CNAG_00758",1072,"regulatory protein ral2","null"
"768","chr1",1995540,1997246,"-","CNAG_00759",529,"hypothetical protein CNAG_00759","null"
"769","chr1",1997730,1999914,"+","CNAG_00760",633,"methylenetetrahydrofolate reductase","null"
"770","chr1",2000422,2001146,"-","CNAG_00761",165,"coiled-coil domain-containing protein 12","null"
"771","chr1",2001341,2003228,"+","CNAG_00762",529,"diphthamide biosynthesis protein 1","DPH1"
"773","chr1",2005258,2008204,"+","CNAG_00764",853,"ATP-dependent RNA helicase DBP4","null"
"774","chr1",2008525,2009452,"-","CNAG_00765",290,"hypothetical protein CNAG_00765","null"
"775","chr1",2011889,2014266,"-","CNAG_00766",683,"hypothetical protein CNAG_00766","null"
"776","chr1",2016264,2017451,"-","CNAG_00768",368,"hypothetical protein CNAG_00768","null"
"777","chr1",2018003,2020204,"+","CNAG_00769",609,"STE/STE7 protein kinase","PBS2"
"778","chr1",2021389,2025285,"-","CNAG_00770",965,"DNA mismatch repair protein MSH2","null"
"779","chr1",2026618,2027378,"-","CNAG_00771",127,"large subunit ribosomal protein L29","null"
"780","chr1",2027759,2029374,"+","CNAG_00772",401,"UV excision repair protein Rad23","RAD23"
"781","chr1",2029987,2031024,"+","CNAG_00773",321,"hypothetical protein CNAG_00773","null"
"782","chr1",2031278,2033154,"-","CNAG_00774",508,"phosphoglycerate dehydrogenase","null"
"783","chr1",2033870,2035556,"+","CNAG_00775",523,"U3 small nucleolar RNA-associated protein 15","null"
"784","chr1",2038173,2039562,"+","CNAG_00776",378,"immunoreactive mannoprotein MP88","MP88"
"785","chr1",2040201,2045595,"+","CNAG_00777",1660,"CCR4-NOT transcriptional complex subunit CAF120","null"
"786","chr1",2047911,2051538,"-","CNAG_00778",1158,"hypothetical protein CNAG_00778","null"
"787","chr1",2052123,2052999,"+","CNAG_00779",136,"large subunit ribosomal protein L27e","RPL27"
"788","chr1",2053258,2055719,"-","CNAG_00780",748,"hypothetical protein CNAG_00780","null"
"789","chr1",2056148,2056631,"+","CNAG_00781",95,"U6 snRNA-associated Sm-like protein LSm3","null"
"790","chr1",2056818,2059656,"-","CNAG_00782",805,"STE/STE20/Fray protein kinase","null"
"791","chr1",2060189,2061628,"-","CNAG_00783",320,"hypothetical protein CNAG_00783","null"
"792","chr1",2062189,2063309,"-","CNAG_00784",301,"hypothetical protein CNAG_00784","null"
"793","chr1",2063601,2065325,"+","CNAG_00785",401,"ATP-dependent RNA helicase eIF4A","null"
"794","chr1",2065811,2066571,"-","CNAG_00786",142,"hypothetical protein CNAG_00786","null"
"795","chr1",2066803,2072551,"+","CNAG_00787",1661,"hypothetical protein CNAG_00787","null"
"796","chr1",2072931,2075076,"-","CNAG_00788",565,"NADH dehydrogenase","NDH1"
"797","chr1",2076571,2077687,"-","CNAG_00789",222,"hypothetical protein CNAG_00789","null"
"798","chr1",2079385,2080895,"+","CNAG_00790",354,"PAP2 domain-containing protein","null"
"799","chr1",2081273,2082633,"-","CNAG_00791",424,"hypothetical protein CNAG_00791","null"
"800","chr1",2087805,2094531,"-","CNAG_00792",1654,"ATP-binding cassette transporter","null"
"801","chr1",2094929,2096130,"+","CNAG_00793",255,"DNA-directed RNA polymerase I, II, and III subunit RPABC1","null"
"802","chr1",2096468,2097406,"-","CNAG_00794",261,"hypothetical protein CNAG_00794","null"
"803","chr1",2098070,2099353,"-","CNAG_00795",309,"hypothetical protein CNAG_00795","CFL1"
"804","chr1",2101462,2106512,"-","CNAG_00796",1408,"ATP-binding cassette, subfamily B (MDR/TAP), member 1","MDR1"
"805","chr1",2108173,2110606,"-","CNAG_00797",680,"acetyl-CoA synthetase","null"
"806","chr1",2111539,2112916,"-","CNAG_00798",336,"hypothetical protein CNAG_00798","null"
"808","chr1",2114991,2117515,"+","CNAG_00799",789,"cellulase","null"
"809","chr1",2118415,2119369,"-","CNAG_00800",256,"nicotinamidase","null"
"810","chr1",2120132,2121477,"-","CNAG_00801",350,"hypothetical protein CNAG_00801","null"
"811","chr1",2122273,2123078,"+","CNAG_00802",249,"calcineurin-binding protein","CBP1"
"812","chr1",2123352,2126719,"-","CNAG_00803",979,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 6","null"
"813","chr1",2127026,2128646,"+","CNAG_00804",379,"Gtr1/RagA G protein Gtr1","null"
"814","chr1",2128994,2131387,"-","CNAG_00805",741,"hypothetical protein CNAG_00805","null"
"815","chr1",2131721,2132489,"+","CNAG_00806",87,"hypothetical protein CNAG_00806","null"
"816","chr1",2132877,2138348,"+","CNAG_00807",1718,"hypothetical protein CNAG_00807","null"
"817","chr1",2138556,2139233,"-","CNAG_00808",141,"myosin regulatory light chain cdc4","null"
"818","chr1",2139660,2141682,"+","CNAG_00809",637,"ATP-dependent RNA helicase ded1","null"
"819","chr1",2142564,2144402,"-","CNAG_00810",436,"polynucleotide kinase 3\'-phosphatase","null"
"820","chr1",2145033,2146547,"-","CNAG_00811",434,"anthranilate phosphoribosyltransferase","null"
"821","chr1",2146948,2150760,"-","CNAG_00812",1174,"cohesin complex subunit SA-1/2","null"
"822","chr1",2152843,2154878,"+","CNAG_00813",573,"hypothetical protein CNAG_00813","null"
"823","chr1",2155124,2158718,"-","CNAG_00814",1160,"hypothetical protein CNAG_00814","null"
"824","chr1",2161175,2163315,"+","CNAG_00815",604,"MFS transporter, SIT family, siderophore-iron:H symporter","SIT1"
"825","chr1",2163833,2164644,"-","CNAG_00816",126,"microtubule binding protein","null"
"826","chr1",2165263,2167317,"+","CNAG_00817",650,"hypothetical protein CNAG_00817","null"
"827","chr1",2168074,2169422,"-","CNAG_00818",418,"hypothetical protein CNAG_00818","null"
"828","chr1",2171166,2171815,"-","CNAG_00819",66,"small subunit ribosomal protein S30","null"
"829","chr1",2172076,2173161,"+","CNAG_00820",307,"prephenate dehydratase","null"
"830","chr1",2173902,2174639,"-","CNAG_00821",113,"large subunit ribosomal protein L34e","null"
"831","chr1",2177514,2179129,"+","CNAG_00822",464,"ribosome assembly protein SQT1","null"
"832","chr1",2179310,2185060,"-","CNAG_00823",1470,"cadmium ion transporter","null"
"833","chr1",2186031,2186835,"+","CNAG_00824",169,"ubiquitin-conjugating enzyme E2 2","null"
"834","chr1",2190386,2191790,"+","CNAG_00825",386,"solute carrier family 25 (mitochondrial folate transporter), member 32","null"
"835","chr1",2192004,2194288,"-","CNAG_00826",600,"dihydroxyacetone kinase","null"
"836","chr1",2195187,2195770,"+","CNAG_00827",169,"ribose 5-phosphate isomerase","null"
"837","chr1",2195965,2199167,"-","CNAG_00828",900,"pathway-specific nitrogen regulator","SIP401"
"838","chr1",2200171,2201246,"-","CNAG_00829",167,"E3 ubiquitin ligase complex SCF subunit sconC","null"
"839","chr1",2202250,2205403,"+","CNAG_00830",915,"hypothetical protein CNAG_00830","null"
"840","chr1",2206155,2207432,"+","CNAG_00831",347,"nucleoside-diphosphate-sugar epimerase","null"
"841","chr1",2208123,2209169,"-","CNAG_00832",348,"D-lactate dehydrogenase","null"
"842","chr1",2210289,2211403,"-","CNAG_00833",334,"hypothetical protein CNAG_00833","null"
"843","chr1",2212880,2214437,"+","CNAG_00834",436,"phosphatidylserine decarboxylase","null"
"844","chr1",2215003,2217826,"+","CNAG_00835",864,"hypothetical protein CNAG_00835","null"
"845","chr1",2218132,2219363,"-","CNAG_00836",339,"2-hydroxyacid dehydrogenase","null"
"846","chr1",2219924,2222483,"+","CNAG_00837",789,"hypothetical protein CNAG_00837","null"
"847","chr1",2222783,2223293,"-","CNAG_00838",122,"hypothetical protein CNAG_00838","null"
"848","chr1",2223881,2225043,"-","CNAG_00839",311,"mitochondrial protein","null"
"849","chr1",2225436,2226019,"+","CNAG_00840",143,"hypothetical protein CNAG_00840","null"
"850","chr1",2226257,2229079,"-","CNAG_00841",741,"hypothetical protein CNAG_00841","null"
"852","chr1",2232272,2234198,"+","CNAG_00843",502,"salicylate hydroxylase","null"
"853","chr1",2235519,2237453,"+","CNAG_00844",527,"hypothetical protein CNAG_00844","null"
"854","chr1",2238390,2239674,"+","CNAG_00845",375,"hypothetical protein CNAG_00845","null"
"855","chr1",2239798,2241376,"-","CNAG_00846",487,"hypothetical protein CNAG_00846","null"
"856","chr1",2242087,2244520,"+","CNAG_00847",741,"hypothetical protein CNAG_00847","null"
"857","chr1",2244800,2248245,"-","CNAG_00848",972,"hypothetical protein CNAG_00848","null"
"858","chr1",2250127,2250626,"+","CNAG_00849",124,"hypothetical protein CNAG_00849","null"
"859","chr1",2251267,2252869,"-","CNAG_00850",457,"plant-inducible protein","null"
"860","chr1",2253124,2254143,"-","CNAG_00851",319,"hypothetical protein CNAG_00851","null"
"861","chr1",2254855,2256142,"+","CNAG_00852",383,"hypothetical protein CNAG_00852","null"
"862","chr1",2256869,2258266,"+","CNAG_00853",318,"exosome complex component RRP43","null"
"863","chr1",2258878,2259890,"-","CNAG_00854",253,"C-8 sterol isomerase","ERG2"
"864","chr1",2260511,2263902,"+","CNAG_00855",853,"ligase","null"
"871","chr1",2275586,2277691,"+","CNAG_00858",660,"hypothetical protein CNAG_00858","null"
"872","chr1",2279601,2282091,"+","CNAG_00859",812,"hypothetical protein CNAG_00859","null"
"3154","chr5",1811398,1813224,"+","CNAG_00860",567,"hypothetical protein CNAG_00860","null"
"3153","chr5",1808147,1809297,"+","CNAG_00861",282,"3-hydroxyacyl-CoA dehydrogenase","null"
"3152","chr5",1805565,1806886,"-","CNAG_00862",373,"hypothetical protein CNAG_00862","null"
"3151","chr5",1800597,1802800,"+","CNAG_00863",647,"flavin-containing monooxygenase","null"
"3148","chr5",1793803,1795826,"-","CNAG_00864",555,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13","ITR2"
"3146","chr5",1790357,1791427,"-","CNAG_00865",181,"maltose O-acetyltransferase","CAS92"
"3145","chr5",1786971,1789710,"-","CNAG_00866",646,"transketolase","null"
"3144","chr5",1782265,1784468,"-","CNAG_00867",590,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13","ITR3A"
"3143","chr5",1781286,1781742,"-","CNAG_00868",72,"hypothetical protein CNAG_00868","null"
"3142","chr5",1775551,1780923,"-","CNAG_00869",1529,"ATP-binding cassette transporter","PDR5"
"3141","chr5",1771379,1772152,"-","CNAG_00870",204,"hypothetical protein CNAG_00870","null"
"3140","chr5",1767017,1768854,"+","CNAG_00871",493,"hypothetical protein CNAG_00871","null"
"3138","chr5",1761351,1765145,"-","CNAG_00872",891,"ATP-dependent DNA helicase","null"
"3137","chr5",1758587,1760982,"+","CNAG_00873",686,"hypothetical protein CNAG_00873","null"
"3136","chr5",1754745,1757296,"-","CNAG_00874",751,"multisite-specific tRNA:(cytosine-C5)-methyltransferase","null"
"3135","chr5",1753243,1754063,"-","CNAG_00875",232,"rab family protein","null"
"3134","chr5",1750261,1752501,"-","CNAG_00876",588,"ferric-chelate reductase","FRE7"
"3133","chr5",1748071,1749865,"+","CNAG_00877",414,"adenylate kinase","null"
"3132","chr5",1747036,1747455,"-","CNAG_00878",109,"hypothetical protein CNAG_00878","null"
"3131","chr5",1742159,1746207,"+","CNAG_00879",1056,"glutamate dehydrogenase","null"
"3127","chr5",1733863,1736530,"+","CNAG_00883",776,"transcription factor","ECM2201"
"3126","chr5",1729071,1732757,"-","CNAG_00884",1016,"exocyst complex component protein","null"
"3125","chr5",1727984,1728496,"+","CNAG_00885",170,"hypothetical protein CNAG_00885","null"
"3124","chr5",1725148,1726861,"-","CNAG_00886",431,"adenosylhomocysteinase","SAH1"
"3123","chr5",1722653,1724587,"-","CNAG_00887",607,"hypothetical protein CNAG_00887","null"
"3122","chr5",1721038,1721946,"+","CNAG_00888",175,"calcineurin subunit B","CNB1"
"3121","chr5",1718258,1720130,"+","CNAG_00889",591,"hypothetical protein CNAG_00889","null"
"3120","chr5",1714010,1716778,"-","CNAG_00890",922,"hypothetical protein CNAG_00890","null"
"3119","chr5",1711313,1713487,"+","CNAG_00891",624,"ATP-binding cassette, subfamily F, member 2","null"
"3118","chr5",1707812,1708695,"-","CNAG_00892",273,"hypothetical protein CNAG_00892","null"
"3117","chr5",1706387,1707351,"+","CNAG_00893",234,"hypothetical protein CNAG_00893","null"
"3116","chr5",1705377,1705847,"-","CNAG_00894",73,"hypothetical protein CNAG_00894","null"
"3115","chr5",1701697,1703029,"+","CNAG_00895",369,"solute carrier family 39 (zinc transporter), member 1/2/3","ZIP1"
"3114","chr5",1695713,1698361,"-","CNAG_00896",694,"transcription factor","null"
"3113","chr5",1692233,1694502,"-","CNAG_00897",622,"glucosidase","SKN1"
"3112","chr5",1687797,1690107,"-","CNAG_00898",655,"multidrug efflux pump","null"
"3111","chr5",1684272,1686940,"-","CNAG_00899",788,"hypothetical protein CNAG_00899","null"
"3110","chr5",1682422,1683219,"+","CNAG_00900",265,"hypothetical protein CNAG_00900","null"
"3109","chr5",1680448,1682266,"-","CNAG_00901",540,"hypothetical protein CNAG_00901","null"
"3108","chr5",1679627,1680259,"+","CNAG_00902",101,"hypothetical protein CNAG_00902","null"
"3107","chr5",1676877,1677636,"+","CNAG_00903",210,"hypothetical protein CNAG_00903","null"
"3106","chr5",1673742,1675945,"+","CNAG_00904",631,"aflatoxin efflux pump AFLT","null"
"3105","chr5",1670477,1672751,"+","CNAG_00905",640,"MFS transporter","null"
"3104","chr5",1663539,1670056,"+","CNAG_00906",1942,"nucleolar pre-ribosomal-associated protein 1","null"
"3103","chr5",1662180,1662575,"-","CNAG_00907",115,"hypothetical protein CNAG_00907","null"
"3102","chr5",1660563,1661540,"-","CNAG_00908",298,"hypothetical protein CNAG_00908","null"
"3101","chr5",1658811,1660309,"+","CNAG_00909",367,"phosphopantothenoylcysteine decarboxylase","null"
"3098","chr5",1652743,1653852,"+","CNAG_00911",315,"phytanoyl-CoA dioxygenase","null"
"3095","chr5",1642229,1644317,"+","CNAG_00914",619,"glucosidase","KRE6"
"3094","chr5",1639675,1640862,"-","CNAG_00915",376,"hypothetical protein CNAG_00915","null"
"3093","chr5",1636955,1638989,"+","CNAG_00916",551,"transcription factor","null"
"3092","chr5",1634277,1636601,"+","CNAG_00917",743,"alkylbase DNA N-glycosylase","null"
"3091","chr5",1629021,1630979,"-","CNAG_00919",548,"carboxypeptidase D","null"
"3090","chr5",1626686,1627768,"-","CNAG_00920",249,"YjeF family protein","null"
"3089","chr5",1625264,1626390,"+","CNAG_00921",249,"glutathione transferase","null"
"3088","chr5",1622401,1624458,"-","CNAG_00922",644,"hypothetical protein CNAG_00922","null"
"3087","chr5",1617825,1622003,"+","CNAG_00923",1080,"membrane protein","null"
"3086","chr5",1616328,1616687,"+","CNAG_00924",119,"hypothetical protein CNAG_00924","null"
"3085","chr5",1614657,1615354,"-","CNAG_00925",197,"hypothetical protein CNAG_00925","null"
"3084","chr5",1612480,1614126,"-","CNAG_00926",502,"alpha-1,3/alpha-1,6-mannosyltransferase","null"
"3083","chr5",1610777,1612244,"+","CNAG_00927",412,"guanyl nucleotide binding protein","null"
"3082","chr5",1605317,1610629,"-","CNAG_00928",1522,"peptidase","null"
"3081","chr5",1604326,1605129,"+","CNAG_00929",192,"hypothetical protein CNAG_00929","null"
"3080","chr5",1601865,1603377,"-","CNAG_00930",429,"argininosuccinate synthase","null"
"3079","chr5",1600429,1601509,"-","CNAG_00931",146,"protein transporter","null"
"3078","chr5",1599030,1600019,"+","CNAG_00932",241,"hypothetical protein CNAG_00932","null"
"3077","chr5",1597911,1598758,"-","CNAG_00933",240,"hypothetical protein CNAG_00933","null"
"3076","chr5",1595933,1597606,"-","CNAG_00934",478,"allantoinase","DAL1"
"3075","chr5",1594193,1595770,"-","CNAG_00935",392,"DNA-binding protein","null"
"3074","chr5",1591428,1593816,"-","CNAG_00936",520,"lipid particle protein","null"
"3073","chr5",1589474,1591345,"+","CNAG_00937",534,"hypothetical protein CNAG_00937","null"
"3072","chr5",1587848,1588748,"-","CNAG_00938",244,"hypothetical protein CNAG_00938","null"
"3071","chr5",1585852,1587671,"+","CNAG_00939",411,"glucan 1,3-beta-glucosidase","null"
"3070","chr5",1581510,1585029,"+","CNAG_00940",1002,"exosome complex exonuclease DIS3/RRP44","RRP44"
"3069","chr5",1580221,1580739,"-","CNAG_00941",148,"hypothetical protein CNAG_00941","null"
"3067","chr5",1555453,1559791,"+","CNAG_00960",1187,"ATP-dependent RNA helicase DHX8/PRP22","null"
"3066","chr5",1553461,1554897,"-","CNAG_00961",315,"hypothetical protein CNAG_00961","null"
"3064","chr5",1550144,1551875,"-","CNAG_00964",447,"hypothetical protein CNAG_00964","null"
"3062","chr5",1543933,1546232,"-","CNAG_00966",515,"aromatic-L-amino-acid decarboxylase","null"
"3061","chr5",1541867,1542634,"+","CNAG_00967",239,"hypothetical protein CNAG_00967","null"
"3060","chr5",1540456,1541665,"-","CNAG_00968",284,"hypothetical protein CNAG_00968","null"
"3059","chr5",1539446,1540378,"+","CNAG_00969",310,"hypothetical protein CNAG_00969","null"
"3058","chr5",1536613,1539150,"+","CNAG_00970",645,"phosphatidate cytidylyltransferase","null"
"3057","chr5",1532590,1535021,"-","CNAG_00971",620,"vacuolar fusion protein MON1","null"
"3056","chr5",1531211,1532117,"-","CNAG_00972",217,"hypothetical protein CNAG_00972","null"
"3055","chr5",1530170,1531070,"+","CNAG_00973",194,"hypothetical protein CNAG_00973","null"
"3054","chr5",1528319,1529289,"-","CNAG_00974",300,"beta-lactamase","null"
"3053","chr5",1525868,1527809,"-","CNAG_00975",603,"hypothetical protein CNAG_00975","null"
"3052","chr5",1523449,1524958,"+","CNAG_00976",446,"carbamoyl-phosphate synthase, small subunit","null"
"3051","chr5",1520873,1522784,"+","CNAG_00977",507,"VHS domain-containing protein","null"
"3050","chr5",1519054,1520492,"-","CNAG_00978",411,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9","null"
"3049","chr5",1517917,1518715,"+","CNAG_00979",199,"solute carrier family 31 (copper transporter), member 1","CTR4"
"3048","chr5",1514959,1516087,"-","CNAG_00980",226,"hypothetical protein CNAG_00980","null"
"3047","chr5",1512903,1514081,"+","CNAG_00981",392,"hypothetical protein CNAG_00981","null"
"3046","chr5",1511379,1512466,"+","CNAG_00982",311,"hypothetical protein CNAG_00982","null"
"3045","chr5",1507171,1511092,"-","CNAG_00983",1104,"hypothetical protein CNAG_00983","null"
"3044","chr5",1505726,1506974,"+","CNAG_00984",305,"glucose and ribitol dehydrogenase","null"
"3043","chr5",1504529,1505349,"-","CNAG_00985",221,"hypothetical protein CNAG_00985","null"
"3042","chr5",1502917,1504479,"+","CNAG_00986",415,"adenylyltransferase and sulfurtransferase","UBA4"
"3041","chr5",1501726,1502669,"-","CNAG_00987",235,"prefoldin subunit","null"
"3040","chr5",1495524,1498482,"+","CNAG_00988",865,"importin subunit beta-1","null"
"3039","chr5",1493795,1495134,"-","CNAG_00989",327,"ubiquitin carboxyl-terminal hydrolase L5","UCH2"
"3038","chr5",1492996,1493652,"+","CNAG_00990",122,"F-type H -transporting ATPase subunit H","null"
"3037","chr5",1490922,1492657,"-","CNAG_00991",453,"flap endonuclease 1","null"
"3036","chr5",1488718,1490613,"-","CNAG_00992",489,"homocitrate synthase, mitochondrial","null"
"3035","chr5",1487594,1488456,"+","CNAG_00993",251,"ubiquinone biosynthesis monooxygenase Coq7","null"
"3034","chr5",1486082,1487174,"+","CNAG_00994",153,"protein mago nashi","null"
"3033","chr5",1483234,1485546,"+","CNAG_00995",649,"hypothetical protein CNAG_00995","null"
"3032","chr5",1479784,1482444,"-","CNAG_00996",767,"dolichyl-phosphate-mannose-protein mannosyltransferase","PMT4"
"3031","chr5",1479063,1479616,"+","CNAG_00997",87,"hypothetical protein CNAG_00997","null"
"3030","chr5",1473831,1478759,"-","CNAG_00998",1557,"hypothetical protein CNAG_00998","null"
"3029","chr5",1472184,1473276,"-","CNAG_00999",303,"hypothetical protein CNAG_00999","null"
"3028","chr5",1467127,1471980,"+","CNAG_01000",1327,"nuclear pore complex protein Nup155","null"
"3027","chr5",1464356,1466496,"+","CNAG_01001",619,"hypothetical protein CNAG_01001","null"
"3026","chr5",1460779,1462889,"-","CNAG_01002",519,"hypothetical protein CNAG_01002","null"
"3025","chr5",1458060,1460510,"+","CNAG_01003",741,"NADPH-ferrihemoprotein reductase","NCP1"
"3024","chr5",1454546,1457659,"+","CNAG_01004",987,"hypothetical protein CNAG_01004","null"
"3023","chr5",1452525,1453173,"-","CNAG_01005",146,"glutaredoxin","null"
"3022","chr5",1449789,1451918,"-","CNAG_01006",666,"hypothetical protein CNAG_01006","null"
"3021","chr5",1447741,1449440,"-","CNAG_01007",528,"C2 domain-containing protein","null"
"3020","chr5",1445912,1447555,"+","CNAG_01008",399,"hypothetical protein CNAG_01008","null"
"3019","chr5",1443652,1445244,"+","CNAG_01009",515,"hypothetical protein CNAG_01009","null"
"3018","chr5",1441763,1442643,"-","CNAG_01010",220,"hypothetical protein CNAG_01010","null"
"3017","chr5",1440057,1441208,"+","CNAG_01011",364,"hypothetical protein CNAG_01011","null"
"3016","chr5",1438372,1439239,"-","CNAG_01012",250,"hypothetical protein CNAG_01012","null"
"3015","chr5",1436810,1438286,"+","CNAG_01013",408,"chromatin binding protein","null"
"3014","chr5",1434211,1435638,"-","CNAG_01014",454,"hypothetical protein CNAG_01014","null"
"3013","chr5",1431813,1433158,"+","CNAG_01015",396,"cytoplasmic protein","null"
"3012","chr5",1427076,1431641,"-","CNAG_01016",1382,"vacuolar membrane protein","null"
"3011","chr5",1420372,1426686,"-","CNAG_01017",1657,"E3 ubiquitin-protein ligase SHPRH","null"
"3010","chr5",1418354,1420208,"+","CNAG_01018",473,"histone-lysine N-methyltransferase Su(var)3-9","null"
"3009","chr5",1416672,1417607,"+","CNAG_01019",154,"superoxide dismutase","SOD1"
"3008","chr5",1415095,1416317,"+","CNAG_01020",389,"hypothetical protein CNAG_01020","null"
